Ex3a Ex3b Ex3c Ex3d Ex4a Ex4b Ex4c Ex5 Ex6 Ex7 Ex8 Ex9
1 32 3 1.17145931664454 3.20156750602182 0.0328080684412271 1.17145931664454 0.189439293965697 0.488953812234104 1 0.998226993950084 -2.99295514312561
1 21 1 3.09634373245492 28.1343993810937 0.161809763616614 3.09634373245492 0 0.590822305716574 0 0.862255092477426 1.30816300572402
0 16 0 0.808923915678926 28.8832619683119 0.346393443940485 0.808923915678926 0 0.261382005177438 1 0.871006819885224 -1.39590504429145
1 23 4 3.18540608339519 36.6893377431436 0.0796932607578734 3.18540608339519 0 0.785049922391772 0 0.988386330194771 1.1947033425986
0 25 0 0.381437952076929 23.0286871819291 0.0591822465260824 0.381437952076929 0.41001765572466 0.0791797051206231 1 0.865982454502955 -1.62390809167696
0 22 2 0.864536000549462 14.500292099989 0.142962319859518 0.864536000549462 0.10662712873891 0.681682415679097 0 0.962289856513962 1.70060525955242
0 23 2 0.509088401156431 36.8660497783683 0.120493348991327 0.509088401156431 0.489088422721252 0.159966656542383 0.860150351421908 0.7544137861114 -0.482473270704292
1 16 1 2.1522559980802 33.9503976379288 0.128871396487407 2.1522559980802 0.175933713819832 0.0858361167367548 0 0.860256630694494 1.43237211900927
0 22 1 3.03190778944409 23.5450273447437 0.00967951099190863 3.03190778944409 0.518165412899107 0.396500507369637 0 0.93492052773945 -0.0992313714346973
1 22 2 -0.92221124214394 14.7985613030382 0.263340053588256 -0.92221124214394 0.352393004819751 0.68027232568711 0 0.990559801692143 -1.51076744533553
1 19 0 0.520273884704755 4.21250586635433 0.21004390498544 0.520273884704755 0 0.412683227285743 0.479176628636196 0.914642325602472 -0.650694352982468
1 22 1 -0.00252986172343395 35.0202602499165 0.310929738093199 -0.00252986172343395 0 0.304373021237552 0 0.894736742367968 1.46532505848836
1 20 1 0.125030295825734 17.5985469963402 0.00688116927631199 0.125030295825734 0.505535225789063 0.202984135784209 0 0.761216195998713 2.60454047666343
1 15 4 -1.77954083201512 23.7373748102225 0.11405666739059 -1.77954083201512 0.199950794759206 0.584510677494109 0.813219604082406 0.899650246836245 1.30683027938373
1 30 0 0.189924594852586 9.38708626772277 0.164297871905518 0.189924594852586 0 0.0895893218927085 0.0919084080960602 0.835525360191241 -0.0729571569438698
0 18 3 -0.680858698711266 12.1907314230455 0.0532624454896978 -0.680858698711266 0.186283555026166 0.322976859286427 0 0.966923162341118 2.81304872868195
1 16 0 0.987536133015935 1.37941489976365 0.253794187665884 0.987536133015935 0.418297740300186 0.137804475612938 0 0.687672217842191 1.55983487510892
1 22 4 -0.749178562570537 21.0095834372565 0.111392311130961 -0.749178562570537 0.557223003343679 0.642065764591098 1 0.94733332679607 2.5936350196039
1 24 0 -0.697556947458763 34.7411685944768 0.290988098505541 -0.697556947458763 0.416059653288685 0.720624187029898 0 0.490909383632243 2.55238029292483
1 23 3 1.6942192021083 39.1935844136169 0.348088673915819 1.6942192021083 0.281591336480342 0.295914997486398 0.343773517524824 0.879577561747283 0.420361252545594
1 21 0 2.50073633479189 4.70060714406427 0.21429763190369 2.50073633479189 0.579182545421645 0.71787847969681 0.715953458799049 0.85718501242809 -1.1697279108089
1 23 1 0.863139465364293 35.5910106706899 0.155214150894882 0.863139465364293 0.0807969928858802 0.726876647025347 1 0.90966933965683 0.24777795355221
1 28 0 0.23605083532672 17.5851322041126 0.0782371666282415 0.23605083532672 0 0.148772922484204 0.171056729042903 0.817736711585894 1.86919716244162
1 27 0 1.19355965459791 8.78543708780781 0.152929078625343 1.19355965459791 0 0.791750757955015 0.627060269704089 0.937394499545917 -2.36466181564585
1 22 4 -3.52773017288146 33.283052166691 0.028333024355116 -3.52773017288146 0.153041970278136 0.390459229052067 0.901437859982252 0.81618382432498 -2.10214894604298
1 22 4 1.10849924971612 20.2473625625717 0.0359154545391599 1.10849924971612 0.103325151172467 0.0032967260107398 0 0.983132282271981 -1.35236850031472
